timestamp,Aesthetics,Agnosticism,Analytic philosophy,Anarchism,Anarchy,Animism,Asceticism,Atheism,Authoritarianism,Baptism,Baptists,Behaviorism,Capitalism,Categorical imperative,Communism,Confucianism,Consequentialism,Conservatism,Continental philosophy,Critical theory,Cynicism (philosophy),Deconstruction,Deism,Determinism,Dialectic,Dialectical materialism,Ecumenism,Egalitarianism,Empiricism,Epistemology,Ethics,Existentialism,Fascism,Fatalism,Feminist philosophy,Free will,Fundamentalism,Gnosticism,Hedonism,Henotheism,Hermeticism,Historical materialism,Holism,Idealism,Individualism,Jainism,Juche,Kabbalah,Leninism,Liberalism,Libertarianism,Logic,Logical positivism,Luddite,Manichaeism,Maoism,Marxism,Materialism,Medieval philosophy,Metaphysics,Monism,Mysticism,Nazism,Neoliberalism,Neoplatonism,New Age,Nihilism,Ontology,Paganism,Pantheism,Personalism,Phenomenology (philosophy),Philosophical realism,Philosophy of language,Philosophy of law,Philosophy of mind,Philosophy of religion,Philosophy of science,Platonism,Political philosophy,Populism,Positivism,Post-structuralism,Rastafari,Rationalism,Reductionism,Relativism,Romanticism,Satanism,Scholasticism,Scientism,Shamanism,Sikhism,Socialism,Socrates,Stoicism,Structuralism,Taoism,Teleology,Theism,Theology,Thomism,Transhumanism,Utilitarianism,Vienna Circle,Vitalism,Zen,Zoroastrianism
2019011100,1826.0,3345.0,717.0,2687.0,1102.0,1649.0,1339.0,2776.0,1748.0,1755.0,1674.0,1252.0,3413.0,1033.0,6970.0,2256.0,683.0,2070.0,506.0,1103.0,989.0,840.0,1746.0,1054.0,1761.0,936.0,661.0,1447.0,1383.0,3380.0,2759.0,4704.0,7296.0,544.0,86.0,1103.0,520.0,3019.0,1954.0,359.0,1541.0,821.0,522.0,1066.0,916.0,3765.0,824.0,2551.0,742.0,3967.0,3492.0,1438.0,515.0,1221.0,1428.0,981.0,3989.0,933.0,319.0,2803.0,890.0,1370.0,3749.0,2984.0,796.0,1443.0,3781.0,2774.0,3171.0,1473.0,133.0,1150.0,273.0,382.0,235.0,956.0,256.0,708.0,517.0,838.0,2402.0,1276.0,1037.0,3292.0,918.0,495.0,480.0,4485.0,3059.0,620.0,362.0,1873.0,4030.0,5134.0,6661.0,4516.0,1220.0,3310.0,734.0,655.0,1283.0,346.0,1275.0,2328.0,217.0,438.0,1765.0,7716.0
2019011200,1633.0,3364.0,668.0,2583.0,995.0,1476.0,1373.0,2561.0,1244.0,2023.0,1707.0,1056.0,2907.0,781.0,5875.0,1722.0,623.0,1714.0,494.0,1067.0,839.0,785.0,1726.0,963.0,1576.0,823.0,748.0,1290.0,1087.0,2981.0,2248.0,4207.0,6418.0,518.0,69.0,970.0,399.0,2898.0,2108.0,335.0,1392.0,854.0,385.0,924.0,888.0,3497.0,733.0,2606.0,665.0,3331.0,3143.0,1282.0,428.0,935.0,1402.0,872.0,3599.0,849.0,236.0,2580.0,644.0,1355.0,3629.0,2613.0,721.0,1339.0,3635.0,2293.0,2935.0,1641.0,101.0,1008.0,308.0,386.0,180.0,554.0,267.0,598.0,438.0,755.0,2138.0,1128.0,867.0,3360.0,732.0,459.0,461.0,3467.0,3386.0,489.0,383.0,1724.0,3717.0,4129.0,5657.0,4635.0,960.0,2948.0,635.0,678.0,1191.0,311.0,1076.0,1861.0,181.0,507.0,1765.0,8040.0
2019011300,1848.0,3965.0,710.0,3178.0,991.0,1779.0,1524.0,3048.0,1326.0,3555.0,2157.0,1326.0,3151.0,850.0,6780.0,2266.0,700.0,2919.0,558.0,1133.0,914.0,991.0,1973.0,1097.0,1658.0,894.0,973.0,1372.0,1219.0,3235.0,2718.0,4649.0,6658.0,509.0,63.0,1055.0,421.0,3530.0,2305.0,377.0,1607.0,862.0,493.0,1048.0,1020.0,4400.0,746.0,2831.0,768.0,3910.0,3148.0,1353.0,476.0,933.0,3033.0,935.0,4065.0,844.0,272.0,2765.0,880.0,1463.0,3408.0,2943.0,799.0,1483.0,3960.0,2458.0,3113.0,1852.0,125.0,1158.0,334.0,391.0,222.0,712.0,245.0,805.0,510.0,863.0,2278.0,1197.0,1031.0,6383.0,880.0,597.0,655.0,4255.0,3182.0,623.0,338.0,2011.0,4545.0,4286.0,5928.0,3918.0,1193.0,3197.0,794.0,842.0,1266.0,342.0,1193.0,2111.0,212.0,479.0,1899.0,8525.0
2019011400,2176.0,3747.0,788.0,4337.0,1162.0,1769.0,1521.0,2978.0,1725.0,2052.0,2313.0,1629.0,3895.0,1055.0,7915.0,2558.0,858.0,5043.0,576.0,1316.0,954.0,1071.0,2104.0,1252.0,1826.0,1025.0,815.0,1682.0,1510.0,3670.0,3510.0,5055.0,7719.0,541.0,105.0,1222.0,582.0,3376.0,2307.0,362.0,1488.0,1014.0,624.0,1122.0,2003.0,3902.0,825.0,2811.0,915.0,4512.0,4657.0,1624.0,519.0,1233.0,2754.0,1114.0,5094.0,1096.0,349.0,2983.0,893.0,1407.0,3739.0,3433.0,886.0,1544.0,4145.0,3226.0,3158.0,1884.0,108.0,1324.0,397.0,498.0,260.0,683.0,302.0,1107.0,558.0,1065.0,2390.0,1631.0,1283.0,4568.0,1038.0,945.0,627.0,5553.0,3355.0,589.0,509.0,2049.0,4462.0,6483.0,6783.0,4273.0,1526.0,4898.0,901.0,778.0,1448.0,369.0,1375.0,2710.0,202.0,731.0,1902.0,8140.0
2019011500,2048.0,3448.0,853.0,2747.0,1215.0,1942.0,1525.0,2890.0,1772.0,1761.0,1783.0,1628.0,3974.0,1159.0,8174.0,2718.0,991.0,2241.0,564.0,1318.0,970.0,1138.0,1952.0,1267.0,1983.0,1138.0,804.0,1521.0,1621.0,3790.0,4195.0,4880.0,7069.0,597.0,102.0,1179.0,556.0,3434.0,2177.0,437.0,1618.0,1259.0,634.0,1094.0,1359.0,4068.0,826.0,2654.0,986.0,4598.0,3684.0,1547.0,544.0,1171.0,1660.0,1167.0,5035.0,1114.0,341.0,3074.0,898.0,1449.0,3790.0,3536.0,962.0,1478.0,3965.0,3086.0,3058.0,1789.0,166.0,1327.0,443.0,533.0,251.0,739.0,316.0,907.0,520.0,1185.0,2385.0,1506.0,1319.0,3860.0,1081.0,574.0,598.0,5505.0,3367.0,650.0,411.0,1910.0,4355.0,5496.0,6927.0,4590.0,1697.0,3543.0,869.0,717.0,1400.0,382.0,1232.0,2912.0,214.0,488.0,2051.0,7996.0
2019011600,2104.0,3425.0,803.0,4381.0,1275.0,1905.0,1543.0,3047.0,1765.0,1832.0,1723.0,1562.0,4207.0,1273.0,7940.0,2752.0,927.0,2388.0,491.0,1360.0,998.0,1094.0,1833.0,1231.0,1952.0,1036.0,836.0,1680.0,1578.0,3709.0,4209.0,5197.0,6604.0,597.0,87.0,1255.0,583.0,3278.0,2350.0,406.0,1593.0,1209.0,548.0,1139.0,2116.0,3924.0,809.0,2579.0,768.0,4622.0,5202.0,1668.0,539.0,1201.0,1505.0,1005.0,5839.0,1063.0,346.0,3095.0,903.0,1500.0,3840.0,3590.0,992.0,1531.0,4114.0,3150.0,2982.0,1694.0,127.0,1299.0,431.0,526.0,231.0,621.0,283.0,773.0,561.0,1045.0,2557.0,1611.0,1231.0,3577.0,1095.0,652.0,608.0,6049.0,3184.0,682.0,448.0,1831.0,3979.0,5817.0,7147.0,4572.0,1673.0,3532.0,833.0,708.0,1430.0,400.0,1280.0,2963.0,200.0,487.0,1936.0,8107.0
2019011700,2099.0,3478.0,723.0,2883.0,1180.0,1732.0,1528.0,2898.0,1672.0,1685.0,1649.0,1812.0,4535.0,1147.0,7815.0,2815.0,1031.0,2469.0,530.0,1296.0,981.0,1207.0,2017.0,1222.0,1909.0,1049.0,789.0,1547.0,1416.0,3919.0,4336.0,4881.0,6800.0,533.0,122.0,1204.0,579.0,3238.0,2197.0,406.0,1514.0,1086.0,527.0,1341.0,1285.0,4043.0,846.0,2541.0,875.0,4485.0,3631.0,1677.0,585.0,1415.0,1795.0,1146.0,5497.0,1081.0,417.0,3278.0,955.0,1474.0,3773.0,3413.0,954.0,2212.0,4198.0,3271.0,3012.0,1817.0,116.0,1234.0,372.0,599.0,261.0,828.0,486.0,1055.0,567.0,1145.0,2332.0,1681.0,1309.0,3701.0,983.0,606.0,617.0,5086.0,3251.0,682.0,446.0,1956.0,4590.0,5466.0,7088.0,4001.0,1477.0,3526.0,910.0,799.0,1328.0,359.0,2485.0,2946.0,224.0,573.0,2005.0,7764.0
2019011800,1974.0,3889.0,723.0,2469.0,1147.0,2046.0,1355.0,2595.0,1507.0,1956.0,1585.0,1539.0,3425.0,1024.0,6949.0,2323.0,1013.0,3096.0,537.0,1247.0,998.0,1065.0,1716.0,1125.0,1729.0,860.0,738.0,1612.0,1334.0,3374.0,4372.0,5157.0,6829.0,509.0,132.0,2391.0,550.0,4247.0,2206.0,390.0,1452.0,1011.0,492.0,1068.0,1202.0,3660.0,883.0,2758.0,767.0,4156.0,3498.0,1672.0,683.0,1017.0,1636.0,964.0,4460.0,1015.0,327.0,2874.0,1571.0,1336.0,3587.0,3376.0,996.0,1452.0,3841.0,2808.0,3290.0,1616.0,180.0,1173.0,362.0,582.0,183.0,747.0,285.0,1401.0,538.0,1003.0,1928.0,1380.0,1098.0,3459.0,956.0,643.0,607.0,5212.0,4039.0,597.0,670.0,3236.0,4618.0,4691.0,6450.0,3861.0,1268.0,3387.0,772.0,842.0,1315.0,363.0,1151.0,2652.0,208.0,424.0,1934.0,8051.0
2019011900,2049.0,3507.0,650.0,2138.0,954.0,1309.0,1385.0,2572.0,1228.0,2337.0,1636.0,1217.0,2490.0,797.0,5761.0,1735.0,688.0,3301.0,441.0,979.0,838.0,868.0,1685.0,957.0,1480.0,708.0,736.0,1205.0,1124.0,3229.0,2697.0,4292.0,5562.0,455.0,67.0,938.0,399.0,3723.0,1999.0,350.0,1357.0,746.0,522.0,948.0,870.0,4941.0,745.0,2901.0,643.0,3652.0,3026.0,1761.0,438.0,846.0,1386.0,841.0,3673.0,789.0,241.0,3081.0,795.0,1252.0,3003.0,2382.0,818.0,1283.0,3490.0,2440.0,3096.0,1520.0,115.0,937.0,256.0,363.0,209.0,621.0,268.0,694.0,420.0,994.0,1657.0,1153.0,902.0,3255.0,719.0,581.0,447.0,3118.0,2793.0,479.0,312.0,2792.0,4080.0,3986.0,5585.0,3464.0,1052.0,3446.0,866.0,825.0,1611.0,332.0,1045.0,2055.0,169.0,512.0,1733.0,8220.0
2019012000,1852.0,3888.0,662.0,3867.0,1072.0,1667.0,1518.0,2933.0,1997.0,2155.0,2091.0,1361.0,4316.0,1048.0,6667.0,2083.0,758.0,2866.0,504.0,1104.0,874.0,852.0,1787.0,1003.0,1524.0,821.0,874.0,1272.0,1142.0,3111.0,3164.0,4496.0,7799.0,484.0,70.0,991.0,792.0,3390.0,2170.0,416.0,1594.0,787.0,483.0,941.0,1816.0,4052.0,694.0,3103.0,1075.0,4930.0,4754.0,1713.0,489.0,995.0,1525.0,978.0,4176.0,908.0,299.0,2681.0,862.0,1378.0,3512.0,2926.0,837.0,1489.0,4192.0,2456.0,3037.0,1703.0,125.0,1108.0,342.0,397.0,194.0,640.0,247.0,813.0,509.0,846.0,1764.0,1268.0,990.0,4140.0,861.0,513.0,537.0,3787.0,3070.0,492.0,360.0,1945.0,5256.0,4140.0,5673.0,3644.0,1134.0,3982.0,764.0,733.0,1244.0,327.0,1163.0,2925.0,174.0,436.0,1942.0,9209.0
2019012100,1992.0,3601.0,782.0,2629.0,1300.0,1712.0,1531.0,2761.0,1350.0,1812.0,2029.0,1635.0,3593.0,1163.0,6651.0,2885.0,1005.0,2193.0,515.0,1548.0,1345.0,1062.0,2013.0,1455.0,1726.0,890.0,897.0,1393.0,1685.0,3636.0,3899.0,4568.0,6596.0,541.0,89.0,1108.0,542.0,3062.0,2358.0,407.0,1597.0,992.0,619.0,1492.0,1182.0,5952.0,731.0,3244.0,953.0,4229.0,3439.0,1623.0,532.0,1148.0,1584.0,1003.0,4554.0,1367.0,283.0,3023.0,1569.0,1513.0,3426.0,3189.0,1277.0,1489.0,4027.0,2936.0,3130.0,1757.0,92.0,1578.0,343.0,474.0,238.0,605.0,221.0,929.0,655.0,987.0,1994.0,1986.0,1273.0,3836.0,1303.0,894.0,624.0,4468.0,3352.0,838.0,351.0,2013.0,5597.0,6731.0,6079.0,4158.0,1553.0,4271.0,847.0,711.0,1363.0,1050.0,1293.0,2716.0,181.0,380.0,1914.0,8375.0
2019012200,2251.0,4102.0,746.0,2459.0,1253.0,1845.0,1852.0,3110.0,1465.0,1746.0,1897.0,1846.0,4190.0,1312.0,7886.0,2602.0,986.0,2711.0,572.0,1451.0,1494.0,1208.0,1909.0,1203.0,1930.0,955.0,795.0,1529.0,1841.0,3945.0,4184.0,4974.0,6556.0,529.0,92.0,1291.0,559.0,3159.0,2247.0,463.0,1631.0,1089.0,601.0,1037.0,1200.0,3992.0,827.0,3151.0,957.0,4560.0,3510.0,1757.0,665.0,1267.0,1550.0,1086.0,4922.0,1085.0,337.0,3251.0,906.0,1729.0,3832.0,3271.0,1032.0,1422.0,4027.0,3166.0,2914.0,1585.0,136.0,1216.0,371.0,478.0,263.0,657.0,262.0,977.0,576.0,1022.0,2590.0,1713.0,1351.0,3621.0,1039.0,1234.0,587.0,5145.0,3064.0,695.0,409.0,2020.0,3918.0,5560.0,7300.0,4149.0,1585.0,3642.0,886.0,748.0,1465.0,403.0,1242.0,2993.0,215.0,568.0,2006.0,8418.0
2019012300,2001.0,3521.0,796.0,2598.0,1228.0,1801.0,1511.0,2820.0,1748.0,1655.0,1723.0,1803.0,4057.0,1346.0,8107.0,2683.0,1076.0,2415.0,593.0,1508.0,1589.0,1155.0,1941.0,1245.0,2001.0,975.0,833.0,1527.0,1727.0,3972.0,3837.0,4787.0,7299.0,556.0,93.0,1269.0,645.0,3228.0,2227.0,404.0,1568.0,1085.0,567.0,1128.0,1288.0,3737.0,760.0,2898.0,1008.0,4879.0,3475.0,1696.0,654.0,1209.0,1559.0,1018.0,5000.0,1086.0,324.0,3097.0,980.0,1498.0,4148.0,3191.0,938.0,1414.0,4073.0,3080.0,2901.0,1741.0,141.0,1343.0,379.0,515.0,239.0,818.0,285.0,987.0,587.0,1101.0,2562.0,1765.0,1269.0,3553.0,1167.0,1234.0,800.0,4959.0,3144.0,708.0,636.0,1881.0,3951.0,6520.0,7246.0,3922.0,1539.0,3660.0,891.0,729.0,1490.0,398.0,1171.0,3211.0,228.0,441.0,2004.0,8280.0
2019012400,1881.0,3960.0,747.0,2669.0,1228.0,1703.0,1414.0,2840.0,1700.0,1633.0,1673.0,2038.0,5594.0,1384.0,8165.0,3266.0,977.0,2348.0,548.0,1381.0,1171.0,1036.0,1933.0,1216.0,1924.0,949.0,774.0,1652.0,1640.0,3810.0,4305.0,5097.0,10038.0,538.0,90.0,1161.0,587.0,3183.0,2212.0,378.0,1549.0,1027.0,434.0,1139.0,1207.0,3620.0,887.0,2794.0,920.0,5583.0,4907.0,1550.0,566.0,1197.0,1530.0,964.0,5163.0,1003.0,307.0,3035.0,955.0,1711.0,4188.0,4500.0,974.0,1345.0,4291.0,2968.0,2867.0,1741.0,150.0,1302.0,425.0,460.0,178.0,664.0,332.0,895.0,574.0,1107.0,2529.0,1657.0,1247.0,3613.0,1017.0,1249.0,692.0,4826.0,3265.0,612.0,1331.0,1951.0,4423.0,6919.0,6937.0,3766.0,1580.0,3651.0,854.0,694.0,1463.0,345.0,1256.0,3149.0,226.0,481.0,1894.0,8336.0
