,Aesthetics,Agnosticism,Analytic philosophy,Anarchism,Anarchy,Animism,Asceticism,Atheism,Authoritarianism,Baptism,Baptists,Behaviorism,Capitalism,Categorical imperative,Communism,Confucianism,Consequentialism,Conservatism,Continental philosophy,Critical theory,Cynicism (philosophy),Deconstruction,Deism,Determinism,Dialectic,Dialectical materialism,Ecumenism,Egalitarianism,Empiricism,Epistemology,Ethics,Existentialism,Fascism,Fatalism,Feminist philosophy,Free will,Fundamentalism,Gnosticism,Hedonism,Henotheism,Hermeticism,Historical materialism,Holism,Idealism,Individualism,Jainism,Juche,Kabbalah,Leninism,Liberalism,Libertarianism,Logic,Logical positivism,Luddite,Manichaeism,Maoism,Marxism,Materialism,Medieval philosophy,Metaphysics,Monism,Mysticism,Nazism,Neoliberalism,Neoplatonism,New Age,Nihilism,Ontology,Paganism,Pantheism,Personalism,Phenomenology (philosophy),Philosophical realism,Philosophy of language,Philosophy of law,Philosophy of mind,Philosophy of religion,Philosophy of science,Platonism,Political philosophy,Populism,Positivism,Post-structuralism,Rastafari,Rationalism,Reductionism,Relativism,Romanticism,Satanism,Scholasticism,Scientism,Shamanism,Sikhism,Socialism,Socrates,Stoicism,Structuralism,Taoism,Teleology,Theism,Theology,Thomism,Transhumanism,Utilitarianism,Vienna Circle,Vitalism,Zen,Zoroastrianism
2020100800,47.0,42.0,5.0,78.0,65.0,7.0,13.0,84.0,13.0,19.0,36.0,46.0,134.0,33.0,145.0,38.0,11.0,102.0,5.0,7.0,20.0,8.0,17.0,26.0,41.0,22.0,5.0,11.0,17.0,5.0,78.0,113.0,181.0,12.0,3.0,27.0,17.0,27.0,26.0,4.0,1.0,9.0,49.0,26.0,13.0,7.0,2.0,10.0,6.0,161.0,39.0,28.0,19.0,5.0,9.0,11.0,38.0,14.0,3.0,44.0,10.0,14.0,126.0,49.0,6.0,16.0,70.0,36.0,30.0,15.0,4.0,45.0,10.0,5.0,3.0,5.0,3.0,12.0,2.0,13.0,62.0,14.0,32.0,17.0,12.0,11.0,10.0,105.0,43.0,6.0,2.0,7.0,21.0,174.0,83.0,102.0,15.0,42.0,0.0,13.0,23.0,5.0,3.0,26.0,1.0,8.0,8.0,16.0
2020100900,34.0,35.0,10.0,72.0,43.0,9.0,7.0,60.0,30.0,9.0,13.0,23.0,75.0,13.0,103.0,14.0,3.0,76.0,7.0,4.0,5.0,4.0,15.0,17.0,19.0,7.0,5.0,8.0,15.0,5.0,41.0,70.0,216.0,8.0,4.0,19.0,12.0,17.0,35.0,6.0,5.0,5.0,38.0,13.0,5.0,9.0,3.0,24.0,11.0,119.0,20.0,25.0,7.0,5.0,20.0,7.0,26.0,12.0,0.0,32.0,5.0,5.0,104.0,19.0,5.0,10.0,44.0,41.0,9.0,15.0,3.0,38.0,10.0,2.0,1.0,7.0,1.0,6.0,12.0,5.0,52.0,8.0,21.0,18.0,10.0,7.0,13.0,84.0,18.0,7.0,3.0,7.0,14.0,87.0,53.0,72.0,25.0,29.0,7.0,4.0,11.0,4.0,9.0,24.0,1.0,6.0,5.0,16.0
2020101000,30.0,40.0,3.0,71.0,25.0,7.0,12.0,47.0,7.0,21.0,16.0,19.0,66.0,10.0,97.0,7.0,12.0,31.0,1.0,3.0,7.0,3.0,16.0,12.0,13.0,4.0,11.0,9.0,5.0,6.0,29.0,52.0,181.0,4.0,2.0,12.0,5.0,23.0,30.0,4.0,5.0,2.0,29.0,11.0,5.0,4.0,5.0,10.0,3.0,83.0,17.0,23.0,7.0,8.0,14.0,8.0,34.0,10.0,4.0,34.0,5.0,6.0,93.0,19.0,2.0,3.0,42.0,35.0,9.0,11.0,9.0,11.0,7.0,2.0,3.0,14.0,0.0,8.0,4.0,3.0,32.0,5.0,18.0,18.0,9.0,3.0,11.0,30.0,34.0,12.0,1.0,8.0,23.0,96.0,47.0,54.0,9.0,14.0,8.0,6.0,14.0,0.0,3.0,22.0,2.0,5.0,11.0,21.0
2020101100,32.0,49.0,5.0,77.0,25.0,9.0,9.0,37.0,16.0,19.0,29.0,20.0,39.0,13.0,105.0,12.0,5.0,39.0,4.0,5.0,9.0,9.0,6.0,11.0,29.0,0.0,7.0,12.0,15.0,5.0,28.0,38.0,203.0,17.0,5.0,12.0,7.0,23.0,28.0,4.0,4.0,4.0,41.0,7.0,10.0,5.0,31.0,11.0,9.0,84.0,11.0,30.0,3.0,7.0,12.0,10.0,19.0,14.0,4.0,32.0,7.0,5.0,71.0,27.0,3.0,7.0,31.0,24.0,15.0,38.0,3.0,12.0,6.0,1.0,3.0,3.0,3.0,6.0,5.0,8.0,49.0,11.0,9.0,11.0,15.0,8.0,5.0,65.0,23.0,11.0,0.0,14.0,18.0,58.0,52.0,61.0,6.0,20.0,10.0,9.0,15.0,4.0,8.0,19.0,1.0,3.0,10.0,15.0
2020101200,20.0,45.0,4.0,90.0,20.0,7.0,7.0,41.0,9.0,10.0,22.0,24.0,53.0,25.0,86.0,19.0,9.0,33.0,3.0,7.0,12.0,8.0,11.0,25.0,15.0,6.0,4.0,15.0,10.0,3.0,47.0,48.0,124.0,15.0,2.0,20.0,19.0,10.0,28.0,5.0,10.0,7.0,41.0,16.0,4.0,7.0,37.0,10.0,4.0,86.0,10.0,12.0,12.0,4.0,13.0,12.0,16.0,24.0,2.0,33.0,4.0,5.0,73.0,18.0,7.0,15.0,43.0,31.0,19.0,20.0,10.0,30.0,10.0,5.0,6.0,9.0,2.0,2.0,4.0,8.0,31.0,13.0,23.0,12.0,12.0,6.0,22.0,57.0,21.0,7.0,1.0,17.0,20.0,70.0,50.0,55.0,8.0,32.0,7.0,5.0,14.0,3.0,1.0,19.0,2.0,5.0,9.0,14.0
2020101300,45.0,35.0,8.0,63.0,35.0,5.0,18.0,53.0,7.0,13.0,11.0,33.0,70.0,14.0,87.0,25.0,8.0,52.0,2.0,6.0,3.0,3.0,7.0,12.0,27.0,8.0,2.0,13.0,5.0,3.0,45.0,43.0,123.0,7.0,7.0,22.0,10.0,23.0,26.0,4.0,4.0,8.0,52.0,15.0,5.0,10.0,31.0,5.0,6.0,73.0,14.0,35.0,9.0,4.0,8.0,12.0,30.0,20.0,4.0,33.0,6.0,12.0,53.0,28.0,2.0,10.0,46.0,35.0,16.0,15.0,4.0,16.0,8.0,8.0,1.0,2.0,4.0,4.0,8.0,4.0,23.0,9.0,17.0,9.0,9.0,9.0,15.0,62.0,28.0,10.0,1.0,10.0,16.0,80.0,43.0,57.0,12.0,20.0,3.0,3.0,18.0,2.0,4.0,20.0,1.0,7.0,9.0,26.0
2020101400,31.0,44.0,5.0,46.0,23.0,10.0,9.0,43.0,8.0,11.0,21.0,44.0,60.0,14.0,115.0,11.0,2.0,41.0,1.0,4.0,16.0,3.0,10.0,15.0,17.0,6.0,5.0,12.0,2.0,6.0,42.0,54.0,147.0,17.0,6.0,13.0,16.0,12.0,33.0,4.0,6.0,3.0,45.0,16.0,9.0,8.0,17.0,14.0,6.0,71.0,14.0,11.0,12.0,4.0,9.0,13.0,22.0,14.0,5.0,35.0,3.0,10.0,63.0,46.0,6.0,10.0,41.0,40.0,8.0,16.0,2.0,31.0,6.0,4.0,7.0,12.0,2.0,6.0,6.0,8.0,29.0,13.0,15.0,16.0,12.0,9.0,15.0,51.0,38.0,10.0,3.0,7.0,13.0,87.0,45.0,58.0,15.0,27.0,3.0,3.0,27.0,1.0,8.0,31.0,1.0,3.0,10.0,18.0
2020101500,45.0,47.0,9.0,84.0,31.0,14.0,9.0,30.0,11.0,14.0,23.0,17.0,80.0,11.0,105.0,10.0,10.0,29.0,9.0,17.0,17.0,5.0,9.0,22.0,24.0,3.0,11.0,7.0,8.0,4.0,52.0,53.0,116.0,3.0,9.0,10.0,7.0,16.0,50.0,2.0,4.0,4.0,46.0,9.0,9.0,7.0,33.0,5.0,7.0,69.0,26.0,19.0,22.0,1.0,6.0,11.0,37.0,19.0,0.0,25.0,4.0,5.0,56.0,20.0,1.0,12.0,35.0,27.0,18.0,28.0,5.0,29.0,6.0,1.0,5.0,7.0,3.0,3.0,6.0,8.0,31.0,11.0,16.0,13.0,10.0,6.0,8.0,48.0,26.0,8.0,3.0,7.0,15.0,59.0,51.0,68.0,7.0,18.0,7.0,7.0,22.0,1.0,3.0,15.0,1.0,2.0,9.0,14.0
2020101600,45.0,51.0,1.0,46.0,22.0,16.0,7.0,43.0,5.0,22.0,18.0,33.0,72.0,21.0,79.0,11.0,3.0,52.0,2.0,3.0,2.0,7.0,6.0,15.0,22.0,4.0,9.0,12.0,17.0,3.0,28.0,38.0,144.0,10.0,2.0,13.0,9.0,16.0,25.0,3.0,3.0,3.0,36.0,21.0,5.0,4.0,15.0,12.0,4.0,60.0,13.0,7.0,17.0,6.0,3.0,8.0,36.0,15.0,4.0,28.0,6.0,8.0,78.0,16.0,5.0,11.0,48.0,23.0,12.0,12.0,3.0,21.0,8.0,3.0,0.0,4.0,3.0,6.0,2.0,6.0,27.0,4.0,16.0,18.0,10.0,7.0,13.0,62.0,24.0,11.0,2.0,5.0,12.0,41.0,64.0,64.0,12.0,28.0,3.0,5.0,9.0,2.0,4.0,25.0,1.0,2.0,8.0,28.0
2020101700,32.0,66.0,6.0,39.0,27.0,3.0,3.0,47.0,5.0,18.0,29.0,14.0,66.0,12.0,97.0,9.0,3.0,24.0,6.0,2.0,6.0,6.0,10.0,28.0,13.0,9.0,12.0,12.0,9.0,3.0,37.0,41.0,142.0,8.0,1.0,17.0,10.0,12.0,37.0,3.0,4.0,7.0,39.0,16.0,4.0,17.0,22.0,8.0,5.0,70.0,14.0,19.0,5.0,4.0,8.0,6.0,24.0,11.0,5.0,24.0,12.0,4.0,47.0,17.0,5.0,7.0,29.0,29.0,7.0,17.0,3.0,19.0,5.0,6.0,2.0,6.0,0.0,4.0,4.0,6.0,34.0,5.0,17.0,17.0,9.0,3.0,8.0,43.0,35.0,6.0,3.0,19.0,11.0,46.0,44.0,61.0,6.0,26.0,8.0,4.0,7.0,0.0,7.0,70.0,1.0,5.0,14.0,21.0
2020101800,35.0,54.0,4.0,57.0,41.0,14.0,11.0,74.0,3.0,21.0,24.0,27.0,98.0,25.0,93.0,17.0,5.0,52.0,3.0,3.0,2.0,7.0,15.0,22.0,21.0,5.0,8.0,13.0,13.0,4.0,32.0,59.0,126.0,10.0,4.0,21.0,9.0,9.0,30.0,3.0,5.0,6.0,38.0,9.0,15.0,11.0,18.0,8.0,10.0,89.0,26.0,20.0,8.0,6.0,10.0,10.0,33.0,18.0,4.0,35.0,7.0,8.0,81.0,28.0,5.0,52.0,67.0,36.0,15.0,17.0,1.0,24.0,8.0,3.0,1.0,5.0,3.0,8.0,7.0,2.0,34.0,13.0,30.0,17.0,14.0,6.0,7.0,94.0,22.0,9.0,5.0,21.0,17.0,126.0,63.0,53.0,17.0,23.0,10.0,12.0,19.0,3.0,2.0,21.0,1.0,6.0,10.0,23.0
2020101900,67.0,59.0,3.0,69.0,65.0,6.0,16.0,84.0,14.0,22.0,26.0,46.0,171.0,19.0,239.0,27.0,20.0,138.0,11.0,1.0,5.0,4.0,18.0,25.0,37.0,8.0,7.0,19.0,20.0,7.0,98.0,111.0,188.0,18.0,7.0,17.0,20.0,23.0,27.0,2.0,5.0,20.0,59.0,24.0,15.0,16.0,33.0,14.0,13.0,207.0,34.0,34.0,10.0,5.0,10.0,27.0,63.0,26.0,1.0,44.0,11.0,4.0,147.0,44.0,13.0,12.0,58.0,51.0,30.0,17.0,9.0,39.0,17.0,4.0,1.0,9.0,4.0,5.0,10.0,12.0,76.0,11.0,31.0,20.0,22.0,9.0,8.0,204.0,60.0,13.0,2.0,15.0,35.0,208.0,98.0,93.0,19.0,32.0,4.0,11.0,25.0,2.0,6.0,40.0,3.0,6.0,17.0,18.0
2020102000,71.0,52.0,12.0,70.0,62.0,14.0,13.0,61.0,14.0,30.0,26.0,46.0,177.0,20.0,199.0,174.0,15.0,141.0,5.0,5.0,4.0,6.0,12.0,42.0,40.0,7.0,6.0,12.0,23.0,2.0,83.0,108.0,172.0,11.0,3.0,19.0,31.0,22.0,21.0,2.0,3.0,7.0,42.0,30.0,10.0,8.0,25.0,24.0,13.0,220.0,25.0,14.0,9.0,7.0,3.0,21.0,52.0,32.0,6.0,34.0,10.0,11.0,175.0,39.0,7.0,25.0,69.0,44.0,12.0,25.0,7.0,44.0,15.0,2.0,4.0,21.0,1.0,8.0,5.0,5.0,83.0,11.0,34.0,15.0,14.0,11.0,34.0,170.0,36.0,15.0,2.0,18.0,25.0,216.0,131.0,79.0,17.0,32.0,10.0,14.0,27.0,4.0,4.0,30.0,2.0,8.0,13.0,19.0
2020102100,58.0,68.0,4.0,69.0,66.0,16.0,15.0,60.0,11.0,26.0,29.0,55.0,136.0,17.0,180.0,28.0,17.0,142.0,9.0,5.0,13.0,9.0,15.0,25.0,35.0,5.0,6.0,24.0,12.0,5.0,120.0,111.0,200.0,17.0,5.0,20.0,20.0,26.0,24.0,3.0,4.0,7.0,51.0,24.0,12.0,12.0,16.0,16.0,11.0,226.0,14.0,17.0,11.0,10.0,11.0,9.0,36.0,16.0,4.0,59.0,12.0,8.0,154.0,63.0,8.0,28.0,50.0,49.0,23.0,30.0,4.0,47.0,12.0,6.0,4.0,14.0,0.0,3.0,10.0,9.0,53.0,14.0,34.0,18.0,9.0,10.0,25.0,166.0,39.0,16.0,4.0,15.0,25.0,224.0,98.0,77.0,23.0,24.0,5.0,8.0,16.0,2.0,3.0,33.0,1.0,7.0,20.0,20.0
2020102200,44.0,73.0,3.0,115.0,68.0,20.0,14.0,89.0,14.0,26.0,13.0,53.0,156.0,33.0,158.0,20.0,17.0,134.0,4.0,2.0,12.0,5.0,19.0,26.0,34.0,6.0,5.0,4.0,22.0,3.0,79.0,94.0,164.0,9.0,7.0,24.0,21.0,18.0,27.0,6.0,6.0,4.0,50.0,29.0,15.0,13.0,9.0,20.0,6.0,202.0,22.0,14.0,13.0,6.0,8.0,9.0,67.0,17.0,2.0,63.0,6.0,5.0,143.0,44.0,5.0,29.0,64.0,47.0,24.0,38.0,9.0,37.0,21.0,0.0,2.0,3.0,1.0,8.0,8.0,6.0,77.0,9.0,40.0,9.0,15.0,14.0,9.0,177.0,46.0,11.0,4.0,22.0,22.0,168.0,97.0,80.0,23.0,22.0,5.0,8.0,9.0,1.0,5.0,39.0,4.0,11.0,23.0,28.0
2020102300,44.0,56.0,5.0,88.0,52.0,7.0,13.0,58.0,10.0,21.0,33.0,44.0,127.0,25.0,166.0,20.0,11.0,104.0,10.0,9.0,9.0,1.0,15.0,11.0,22.0,4.0,6.0,5.0,25.0,5.0,63.0,90.0,211.0,9.0,3.0,15.0,21.0,20.0,28.0,2.0,3.0,3.0,53.0,15.0,13.0,5.0,10.0,18.0,12.0,172.0,20.0,18.0,9.0,6.0,10.0,9.0,42.0,21.0,2.0,33.0,7.0,10.0,116.0,45.0,8.0,23.0,41.0,39.0,20.0,23.0,14.0,29.0,10.0,2.0,4.0,6.0,4.0,6.0,5.0,5.0,34.0,18.0,23.0,14.0,19.0,16.0,11.0,129.0,22.0,17.0,1.0,15.0,21.0,151.0,50.0,75.0,13.0,22.0,11.0,9.0,11.0,4.0,6.0,25.0,2.0,9.0,11.0,22.0
2020102400,35.0,54.0,2.0,68.0,27.0,7.0,8.0,41.0,9.0,22.0,19.0,31.0,56.0,13.0,93.0,6.0,5.0,44.0,7.0,2.0,2.0,1.0,17.0,13.0,32.0,9.0,4.0,9.0,12.0,7.0,39.0,40.0,145.0,11.0,3.0,12.0,8.0,17.0,20.0,2.0,2.0,1.0,29.0,13.0,5.0,12.0,5.0,17.0,6.0,80.0,18.0,28.0,8.0,4.0,10.0,4.0,31.0,19.0,5.0,14.0,5.0,9.0,66.0,35.0,3.0,13.0,45.0,29.0,12.0,7.0,2.0,28.0,4.0,1.0,6.0,2.0,3.0,9.0,3.0,1.0,29.0,16.0,13.0,10.0,7.0,5.0,11.0,49.0,16.0,10.0,1.0,10.0,30.0,81.0,52.0,85.0,19.0,24.0,5.0,4.0,16.0,1.0,5.0,80.0,2.0,9.0,12.0,18.0
2020102500,41.0,97.0,2.0,56.0,42.0,8.0,12.0,70.0,9.0,42.0,21.0,38.0,93.0,11.0,89.0,10.0,4.0,67.0,4.0,5.0,6.0,3.0,10.0,35.0,22.0,8.0,9.0,12.0,9.0,3.0,42.0,59.0,152.0,12.0,3.0,18.0,9.0,19.0,24.0,0.0,3.0,5.0,30.0,19.0,9.0,13.0,10.0,14.0,10.0,116.0,37.0,19.0,17.0,11.0,6.0,6.0,37.0,17.0,7.0,37.0,4.0,7.0,76.0,55.0,1.0,10.0,53.0,47.0,20.0,23.0,3.0,34.0,17.0,3.0,5.0,8.0,2.0,9.0,4.0,4.0,47.0,17.0,16.0,16.0,7.0,5.0,10.0,83.0,24.0,7.0,0.0,23.0,27.0,91.0,47.0,86.0,14.0,28.0,9.0,8.0,25.0,2.0,7.0,28.0,2.0,4.0,13.0,24.0
2020102600,82.0,53.0,13.0,78.0,56.0,10.0,14.0,82.0,22.0,34.0,30.0,62.0,150.0,25.0,150.0,20.0,8.0,144.0,3.0,3.0,8.0,13.0,15.0,28.0,33.0,7.0,9.0,21.0,17.0,8.0,66.0,131.0,243.0,11.0,1.0,23.0,22.0,15.0,30.0,4.0,6.0,2.0,71.0,25.0,13.0,16.0,23.0,8.0,9.0,208.0,33.0,33.0,10.0,31.0,7.0,16.0,54.0,25.0,2.0,30.0,5.0,15.0,156.0,45.0,7.0,16.0,56.0,62.0,32.0,19.0,1.0,40.0,11.0,8.0,6.0,7.0,1.0,6.0,5.0,2.0,54.0,17.0,19.0,20.0,18.0,10.0,16.0,171.0,48.0,15.0,0.0,23.0,40.0,153.0,94.0,73.0,15.0,28.0,14.0,6.0,10.0,1.0,6.0,44.0,4.0,7.0,6.0,27.0
2020102700,72.0,60.0,2.0,81.0,76.0,6.0,25.0,56.0,10.0,30.0,24.0,40.0,146.0,25.0,183.0,24.0,27.0,108.0,4.0,11.0,14.0,3.0,15.0,28.0,19.0,7.0,10.0,8.0,17.0,4.0,85.0,95.0,212.0,9.0,1.0,21.0,29.0,15.0,45.0,2.0,8.0,5.0,61.0,20.0,17.0,19.0,9.0,13.0,4.0,346.0,37.0,19.0,6.0,19.0,5.0,11.0,57.0,14.0,7.0,38.0,6.0,6.0,150.0,67.0,7.0,21.0,45.0,61.0,26.0,17.0,11.0,44.0,11.0,5.0,2.0,8.0,2.0,10.0,8.0,4.0,58.0,10.0,17.0,22.0,18.0,8.0,13.0,164.0,40.0,8.0,3.0,18.0,22.0,163.0,79.0,84.0,9.0,20.0,3.0,3.0,27.0,3.0,7.0,34.0,5.0,7.0,19.0,7.0
2020102800,58.0,76.0,3.0,70.0,43.0,12.0,13.0,80.0,12.0,34.0,30.0,51.0,155.0,29.0,175.0,14.0,4.0,144.0,7.0,4.0,6.0,5.0,14.0,16.0,26.0,4.0,2.0,13.0,21.0,3.0,95.0,104.0,219.0,12.0,3.0,29.0,28.0,24.0,40.0,4.0,2.0,3.0,56.0,30.0,13.0,15.0,8.0,20.0,8.0,194.0,52.0,19.0,7.0,29.0,4.0,12.0,46.0,24.0,3.0,43.0,9.0,13.0,104.0,52.0,7.0,27.0,53.0,45.0,23.0,7.0,10.0,38.0,11.0,3.0,4.0,7.0,3.0,12.0,8.0,8.0,65.0,15.0,28.0,21.0,22.0,2.0,14.0,152.0,42.0,24.0,1.0,12.0,30.0,189.0,98.0,54.0,21.0,21.0,7.0,4.0,22.0,4.0,5.0,44.0,2.0,9.0,7.0,14.0
2020102900,51.0,81.0,4.0,88.0,72.0,13.0,14.0,66.0,17.0,39.0,25.0,39.0,176.0,35.0,175.0,22.0,18.0,141.0,2.0,3.0,7.0,7.0,19.0,23.0,33.0,10.0,4.0,34.0,16.0,12.0,124.0,106.0,305.0,12.0,4.0,15.0,27.0,28.0,31.0,2.0,2.0,5.0,50.0,31.0,11.0,9.0,6.0,9.0,10.0,218.0,20.0,19.0,25.0,16.0,6.0,19.0,47.0,17.0,1.0,27.0,5.0,9.0,151.0,47.0,7.0,20.0,58.0,52.0,22.0,14.0,1.0,43.0,6.0,3.0,8.0,10.0,8.0,3.0,3.0,10.0,95.0,13.0,18.0,25.0,18.0,11.0,14.0,143.0,43.0,13.0,4.0,10.0,30.0,184.0,73.0,78.0,15.0,30.0,9.0,16.0,24.0,2.0,14.0,53.0,6.0,15.0,15.0,13.0
2020103000,46.0,70.0,4.0,68.0,45.0,12.0,15.0,66.0,12.0,17.0,40.0,40.0,111.0,9.0,151.0,12.0,14.0,88.0,2.0,4.0,15.0,6.0,13.0,26.0,10.0,2.0,10.0,16.0,22.0,3.0,75.0,99.0,239.0,16.0,2.0,21.0,24.0,18.0,35.0,1.0,3.0,3.0,68.0,15.0,3.0,15.0,14.0,8.0,13.0,191.0,22.0,14.0,10.0,13.0,6.0,11.0,53.0,15.0,4.0,37.0,3.0,13.0,149.0,34.0,12.0,19.0,53.0,40.0,24.0,28.0,1.0,27.0,8.0,6.0,4.0,11.0,3.0,2.0,4.0,6.0,79.0,16.0,21.0,12.0,16.0,12.0,15.0,147.0,43.0,7.0,4.0,17.0,24.0,119.0,68.0,94.0,15.0,34.0,8.0,12.0,23.0,1.0,10.0,38.0,1.0,20.0,18.0,22.0
2020103100,30.0,83.0,5.0,60.0,36.0,10.0,10.0,61.0,9.0,9.0,20.0,17.0,63.0,17.0,106.0,12.0,8.0,36.0,7.0,3.0,9.0,7.0,11.0,21.0,26.0,9.0,4.0,12.0,16.0,8.0,30.0,40.0,253.0,3.0,1.0,10.0,15.0,21.0,27.0,2.0,11.0,3.0,22.0,12.0,9.0,10.0,3.0,11.0,5.0,87.0,23.0,24.0,7.0,23.0,4.0,9.0,36.0,13.0,2.0,18.0,2.0,6.0,80.0,25.0,4.0,17.0,49.0,20.0,33.0,7.0,2.0,21.0,12.0,6.0,4.0,4.0,4.0,1.0,10.0,9.0,33.0,15.0,10.0,18.0,13.0,8.0,8.0,59.0,35.0,11.0,7.0,17.0,17.0,58.0,28.0,65.0,12.0,28.0,4.0,7.0,18.0,4.0,7.0,23.0,5.0,8.0,18.0,26.0
2020110100,36.0,82.0,4.0,56.0,34.0,11.0,11.0,84.0,11.0,20.0,36.0,27.0,93.0,24.0,95.0,22.0,13.0,73.0,3.0,5.0,10.0,9.0,14.0,14.0,21.0,7.0,11.0,12.0,12.0,2.0,45.0,84.0,342.0,14.0,3.0,14.0,21.0,22.0,37.0,4.0,6.0,8.0,41.0,21.0,6.0,13.0,12.0,12.0,5.0,110.0,22.0,24.0,9.0,11.0,9.0,8.0,49.0,18.0,3.0,24.0,7.0,10.0,87.0,41.0,6.0,16.0,58.0,48.0,26.0,15.0,4.0,54.0,11.0,3.0,3.0,10.0,0.0,12.0,5.0,6.0,81.0,10.0,10.0,24.0,10.0,7.0,16.0,85.0,55.0,9.0,1.0,14.0,51.0,176.0,46.0,86.0,7.0,23.0,6.0,7.0,12.0,2.0,3.0,34.0,3.0,5.0,13.0,30.0
2020110200,45.0,55.0,3.0,73.0,55.0,12.0,9.0,67.0,14.0,23.0,45.0,58.0,128.0,33.0,180.0,25.0,24.0,135.0,5.0,3.0,15.0,5.0,18.0,16.0,51.0,6.0,17.0,13.0,8.0,4.0,56.0,122.0,274.0,18.0,5.0,12.0,14.0,26.0,38.0,4.0,5.0,6.0,59.0,32.0,16.0,16.0,16.0,14.0,6.0,194.0,38.0,13.0,23.0,5.0,41.0,16.0,50.0,23.0,5.0,35.0,6.0,9.0,126.0,43.0,7.0,24.0,68.0,63.0,36.0,27.0,6.0,41.0,19.0,2.0,3.0,7.0,2.0,10.0,4.0,5.0,102.0,19.0,24.0,15.0,17.0,7.0,19.0,170.0,39.0,11.0,3.0,21.0,29.0,208.0,76.0,70.0,15.0,38.0,12.0,3.0,15.0,1.0,9.0,46.0,1.0,5.0,20.0,32.0
2020110300,69.0,55.0,3.0,101.0,57.0,7.0,9.0,76.0,12.0,27.0,34.0,57.0,159.0,24.0,196.0,25.0,33.0,161.0,2.0,3.0,14.0,4.0,13.0,25.0,30.0,4.0,9.0,16.0,15.0,5.0,91.0,155.0,335.0,20.0,4.0,26.0,20.0,23.0,38.0,3.0,4.0,9.0,53.0,26.0,19.0,17.0,12.0,16.0,7.0,307.0,36.0,16.0,11.0,11.0,13.0,14.0,75.0,25.0,3.0,28.0,10.0,12.0,160.0,47.0,3.0,14.0,63.0,43.0,29.0,17.0,6.0,54.0,23.0,4.0,6.0,5.0,2.0,5.0,11.0,7.0,195.0,14.0,40.0,19.0,15.0,11.0,18.0,123.0,30.0,13.0,4.0,11.0,30.0,222.0,82.0,61.0,20.0,25.0,13.0,13.0,18.0,3.0,8.0,53.0,3.0,13.0,9.0,23.0
2020110400,53.0,46.0,0.0,99.0,72.0,10.0,10.0,53.0,13.0,28.0,38.0,48.0,225.0,25.0,221.0,13.0,17.0,224.0,4.0,7.0,7.0,4.0,9.0,17.0,33.0,12.0,13.0,20.0,18.0,8.0,75.0,112.0,379.0,19.0,5.0,18.0,34.0,12.0,34.0,5.0,7.0,3.0,47.0,15.0,16.0,9.0,2.0,10.0,4.0,292.0,94.0,21.0,11.0,14.0,7.0,18.0,60.0,22.0,3.0,28.0,7.0,6.0,135.0,62.0,2.0,21.0,55.0,53.0,27.0,17.0,3.0,28.0,18.0,2.0,8.0,3.0,3.0,9.0,7.0,8.0,91.0,11.0,31.0,18.0,21.0,13.0,22.0,123.0,44.0,10.0,1.0,9.0,30.0,459.0,74.0,71.0,18.0,39.0,10.0,9.0,16.0,0.0,7.0,27.0,4.0,10.0,15.0,18.0
2020110500,56.0,42.0,1.0,90.0,82.0,8.0,11.0,63.0,17.0,24.0,32.0,45.0,194.0,29.0,234.0,10.0,3.0,163.0,4.0,3.0,13.0,12.0,16.0,12.0,17.0,6.0,6.0,10.0,13.0,2.0,84.0,453.0,342.0,9.0,6.0,14.0,16.0,16.0,35.0,0.0,3.0,1.0,50.0,28.0,15.0,11.0,7.0,30.0,7.0,264.0,85.0,23.0,11.0,4.0,5.0,11.0,37.0,24.0,6.0,30.0,5.0,5.0,156.0,51.0,9.0,16.0,60.0,55.0,30.0,15.0,4.0,52.0,20.0,7.0,5.0,9.0,0.0,7.0,6.0,4.0,118.0,7.0,33.0,26.0,28.0,16.0,8.0,159.0,56.0,8.0,3.0,10.0,25.0,298.0,66.0,76.0,18.0,22.0,4.0,7.0,19.0,3.0,12.0,33.0,0.0,14.0,15.0,16.0
2020110600,43.0,56.0,4.0,120.0,96.0,8.0,16.0,51.0,15.0,17.0,28.0,40.0,131.0,21.0,200.0,20.0,7.0,133.0,5.0,10.0,11.0,8.0,7.0,28.0,20.0,4.0,4.0,10.0,10.0,3.0,45.0,79.0,349.0,18.0,4.0,13.0,25.0,14.0,31.0,2.0,4.0,5.0,36.0,12.0,10.0,14.0,5.0,32.0,3.0,193.0,75.0,11.0,10.0,6.0,7.0,16.0,31.0,13.0,3.0,30.0,5.0,7.0,118.0,36.0,5.0,33.0,68.0,33.0,23.0,20.0,8.0,30.0,15.0,3.0,2.0,6.0,2.0,4.0,4.0,6.0,97.0,7.0,21.0,15.0,9.0,9.0,13.0,103.0,43.0,10.0,1.0,9.0,18.0,224.0,77.0,72.0,50.0,20.0,6.0,7.0,11.0,1.0,12.0,21.0,0.0,8.0,13.0,20.0
